4P/5P/6P,Audited SKUs,Banner,Channel,City,Cluster,Commune,Compliance,Compliance %,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product brand,Product category,Product division,Product market,Product sector,Province,Region,SKU,Sales area,Sales region,Sales route,Sales territory,Score,Store area,Store location,Subchannel,Trade Format
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,0,0.857143,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,18,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,0,0.952381,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,20,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,11/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,0,0.952381,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,12/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,20,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,1/15/2016,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,2/15/2016,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,0,0.952381,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,20,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,0,0.904762,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,19,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,0,0.952381,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,20,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
4P,21,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 12,,,Market 7,Sector 12,Province 1,North,SKU 22,Area 1,Reg 1,Route 1,Territory 1,21,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,0,0.928571,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,13,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,0,0.928571,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,13,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,0,0.928571,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,13,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,0,0.857143,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,12,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,0,0.928571,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,13,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,1,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,3,Banner 31,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
6P,14,Banner 31,Drug,City 1,SEAA,Commune 1,0,0.928571,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,13,St Area 1,Loc 1,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,0,0.952381,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,20,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
5P,21,Banner 32,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Beauty Pharmacy-Chemist,DT
