4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,SP Compliance,SP Compliant,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Audited,Trade Format
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,3,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,14,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,3,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,1,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,3,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,14,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,3,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,1,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,0,2,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,3,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,14,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,3,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,1,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,3,DT
6P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,0,13,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,14,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,0,20,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,11/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,12/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,0,20,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,1/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
5P,Banner 32,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,2/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,20,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,19,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
4P,Banner 31,Drug,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,1,21,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Beauty Pharmacy-Chemist,21,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,0,2,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,0,0,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,13,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,13,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,13,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,0,12,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,1,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,1,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Ice Cream,Beverages & Refreshments,Province 1,North,1,3,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,3,DT
6P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,1,14,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,1,21,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,21,DT
