4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Modified Product Category,Outlet classification,PSP Compliance,Place Compliance,Product category,Product division,Province,Region,SOS Compliance,SSP Compliance,Sales area,Sales region,Sales route,Sales territory,Secondary Customer,Store area,Store location,Store type,Subchannel,Sum of PLACE - PSP - Answer,Sum of PLACE - PSP - Question,Sum of PLACE - SSP - Answer,Sum of PLACE - SSP - Question,Sum of Total Category Length,Sum of Unilever Length,Trade Format
5P,Banner 50,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 50,LSW33,LSW44,Outlet 50,MIX,1,1,Oral Care,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 50,St Area 2,Loc 2,(blank),Hotels / Restaurants,4,4,4,4,6,2.4,DT
5P,Banner 53,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 53,LSW33,LSW44,Outlet 53,MIX,0,0,Dressings,Foods,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 53,St Area 2,Loc 2,(blank),Cafes / Snack Bars / Bars,3,4,3,4,7,2.38,DT
5P,Banner 53,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 53,LSW33,LSW44,Outlet 53,MIX,0,0,Deodorants,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 53,St Area 2,Loc 2,(blank),Cafes / Snack Bars / Bars,3,4,3,4,2,0.6,DT
5P,Banner 53,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 53,LSW33,LSW44,Outlet 53,MIX,1,1,Oral Care,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 53,St Area 2,Loc 2,(blank),Cafes / Snack Bars / Bars,4,4,4,4,5,1.8,DT
5P,Banner 56,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 56,LSW33,LSW44,Outlet 56,MIX,1,1,Dressings,Foods,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 56,St Area 2,Loc 2,(blank),SCO Services / Companies / Offices,4,4,4,4,8,2.8,DT
5P,Banner 56,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 56,LSW33,LSW44,Outlet 56,MIX,1,1,Deodorants,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 56,St Area 2,Loc 2,(blank),SCO Services / Companies / Offices,4,4,4,4,6,1.8,DT
5P,Banner 56,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 56,LSW33,LSW44,Outlet 56,MIX,1,1,Oral Care,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 56,St Area 2,Loc 2,(blank),SCO Services / Companies / Offices,4,4,4,4,9,3.33,DT
5P,Banner 59,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 58,Others,Others,DTRT 2,12/15/2015,(blank),Outlet 59,LSW33,LSW44,Outlet 59,MIX,0,0,Dressings,Foods,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 59,St Area 2,Loc 2,(blank),Travel & Leisure,2,4,2,4,10,3.3,DT
5P,Banner 59,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 58,Others,Others,DTRT 2,12/15/2015,(blank),Outlet 59,LSW33,LSW44,Outlet 59,MIX,1,1,Deodorants,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 59,St Area 2,Loc 2,(blank),Travel & Leisure,4,4,4,4,3,1.05,DT
5P,Banner 59,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 58,Others,Others,DTRT 2,12/15/2015,(blank),Outlet 59,LSW33,LSW44,Outlet 59,MIX,0,0,Oral Care,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 59,St Area 2,Loc 2,(blank),Travel & Leisure,3,4,3,4,7,2.31,DT
5P,Banner 62,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 62,LSW33,LSW44,Outlet 62,MIX,0,0,Dressings,Foods,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 62,St Area 2,Loc 2,(blank),Institutions education / government,3,4,3,4,6,1.92,DT
5P,Banner 62,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 62,LSW33,LSW44,Outlet 62,MIX,0,0,Deodorants,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 62,St Area 2,Loc 2,(blank),Institutions education / government,3,4,3,4,7,2.1,DT
5P,Banner 62,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 62,LSW33,LSW44,Outlet 62,MIX,0,0,Oral Care,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 62,St Area 2,Loc 2,(blank),Institutions education / government,3,4,3,4,3,0.9,DT
5P,Banner 65,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 65,LSW33,LSW44,Outlet 65,MIX,1,1,Dressings,Foods,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 65,St Area 2,Loc 2,(blank),Non-food retail,4,4,4,4,7,2.31,DT
5P,Banner 65,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 65,LSW33,LSW44,Outlet 65,MIX,0,0,Deodorants,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 65,St Area 2,Loc 2,(blank),Non-food retail,3,4,3,4,4,1.6,DT
5P,Banner 65,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 2,12/15/2015,(blank),Outlet 65,LSW33,LSW44,Outlet 65,MIX,0,0,Oral Care,HPC,Province 2,South,0,0,Area 2,Reg 2,Route 2,Territory 2,Outlet 65,St Area 2,Loc 2,(blank),Non-food retail,3,4,3,4,9,3.06,DT
4P,Banner 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,12/15/2015,Customer 67,Outlet 69,LSW5,LSW6,Deodorants,MIX,1,0,Deodorants,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Hypermarket,3,4,3,4,4,1.28,MT
4P,Banner 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,12/15/2015,Customer 70,Outlet 72,LSW5,LSW6,Deodorants,MIX,1,0,Deodorants,HPC,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Large Supermarkets,4,4,4,4,2,0.66,MT
4P,Banner 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,12/15/2015,Customer 73,Outlet 75,LSW5,LSW6,Deodorants,MIX,1,1,Deodorants,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Small Supermarkets,4,4,4,4,2,0.76,MT
4P,Banner 76,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,12/15/2015,Customer 76,Outlet 78,LSW5,LSW6,Deodorants,MIX,0,0,Deodorants,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Discounters,2,4,2,4,10,3.9,MT
4P,Banner 79,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,12/15/2015,Customer 79,Outlet 81,LSW5,LSW6,Deodorants,MIX,1,0,Deodorants,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Club,3,4,3,4,4,1.32,MT
4P,Banner 82,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,12/15/2015,Customer 82,Outlet 84,LSW5,LSW6,Deodorants,MIX,1,0,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),E-Commerce,3,4,3,4,7,2.31,MT
4P,Banner 85,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,12/15/2015,Customer 85,Outlet 87,LSW5,LSW6,Deodorants,MIX,1,0,Deodorants,HPC,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Direct Sales,4,4,4,4,2,0.62,MT
4P,Banner 88,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,12/15/2015,Customer 88,Outlet 90,LSW5,LSW6,Deodorants,MIX,1,0,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mainstream Drugstores,3,4,3,4,3,0.93,MT
4P,Banner 91,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 93,LSW5,LSW6,Deodorants,MIX,1,0,Deodorants,HPC,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),4,4,4,4,6,2.1,MT
4P,Banner 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,12/15/2015,Customer 67,Outlet 69,LSW5,LSW6,Dressings,MIX,1,1,Dressings,Foods,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Hypermarket,4,4,4,4,5,1.5,MT
4P,Banner 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,12/15/2015,Customer 70,Outlet 72,LSW5,LSW6,Dressings,MIX,1,0,Dressings,Foods,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Large Supermarkets,4,4,4,4,4,1.4,MT
4P,Banner 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,12/15/2015,Customer 73,Outlet 75,LSW5,LSW6,Dressings,MIX,1,1,Dressings,Foods,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Small Supermarkets,4,4,4,4,2,0.8,MT
4P,Banner 76,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,12/15/2015,Customer 76,Outlet 78,LSW5,LSW6,Dressings,MIX,1,0,Dressings,Foods,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Discounters,3,4,3,4,9,3.15,MT
4P,Banner 79,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,12/15/2015,Customer 79,Outlet 81,LSW5,LSW6,Dressings,MIX,1,1,Dressings,Foods,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Club,4,4,4,4,8,2.48,MT
4P,Banner 82,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,12/15/2015,Customer 82,Outlet 84,LSW5,LSW6,Dressings,MIX,1,1,Dressings,Foods,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),E-Commerce,4,4,4,4,10,3.7,MT
4P,Banner 85,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,12/15/2015,Customer 85,Outlet 87,LSW5,LSW6,Dressings,MIX,1,0,Dressings,Foods,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Direct Sales,3,4,3,4,3,1.17,MT
4P,Banner 88,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,12/15/2015,Customer 88,Outlet 90,LSW5,LSW6,Dressings,MIX,1,1,Dressings,Foods,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mainstream Drugstores,4,4,4,4,10,3.4,MT
4P,Banner 91,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 93,LSW5,LSW6,Dressings,MIX,1,0,Dressings,Foods,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),4,4,4,4,7,2.17,MT
6P,Banner 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,12/15/2015,Customer 67,Outlet 67,LSW5,LSW6,Hair,MIX,1,0,Hair,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Hypermarket,3,4,3,4,8,2.48,MT
6P,Banner 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,12/15/2015,Customer 70,Outlet 70,LSW5,LSW6,Hair,MIX,1,1,Hair,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Large Supermarkets,4,4,4,4,5,1.9,MT
6P,Banner 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,12/15/2015,Customer 73,Outlet 73,LSW5,LSW6,Hair,MIX,1,0,Hair,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Small Supermarkets,3,4,3,4,5,1.6,MT
6P,Banner 76,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,12/15/2015,Customer 76,Outlet 76,LSW5,LSW6,Hair,MIX,1,1,Hair,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Discounters,4,4,4,4,8,2.88,MT
6P,Banner 79,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,12/15/2015,Customer 79,Outlet 79,LSW5,LSW6,Hair,MIX,1,0,Hair,HPC,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Club,4,4,4,4,6,1.8,MT
6P,Banner 82,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,12/15/2015,Customer 82,Outlet 82,LSW5,LSW6,Hair,MIX,1,0,Hair,HPC,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),E-Commerce,4,4,4,4,8,2.8,MT
6P,Banner 85,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,12/15/2015,Customer 85,Outlet 85,LSW5,LSW6,Hair,MIX,1,1,Hair,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Direct Sales,4,4,4,4,9,3.33,MT
6P,Banner 88,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,12/15/2015,Customer 88,Outlet 88,LSW5,LSW6,Hair,MIX,1,0,Hair,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mainstream Drugstores,3,4,3,4,7,2.1,MT
6P,Banner 91,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 91,LSW5,LSW6,Hair,MIX,1,1,Hair,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),4,4,4,4,6,2.1,MT
4P,Banner 67,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,12/15/2015,Customer 67,Outlet 69,LSW5,LSW6,Oral Care,MIX,1,0,Oral Care,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Hypermarket,3,4,3,4,5,1.75,MT
4P,Banner 70,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,12/15/2015,Customer 70,Outlet 72,LSW5,LSW6,Oral Care,MIX,1,1,Oral Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Large Supermarkets,4,4,4,4,3,1.14,MT
4P,Banner 73,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,12/15/2015,Customer 73,Outlet 75,LSW5,LSW6,Oral Care,MIX,1,1,Oral Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Small Supermarkets,4,4,4,4,2,0.8,MT
4P,Banner 76,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,12/15/2015,Customer 76,Outlet 78,LSW5,LSW6,Oral Care,MIX,0,0,Oral Care,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Discounters,2,4,2,4,6,1.8,MT
4P,Banner 79,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,12/15/2015,Customer 79,Outlet 81,LSW5,LSW6,Oral Care,MIX,1,0,Oral Care,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Club,3,4,3,4,3,1.08,MT
4P,Banner 82,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,12/15/2015,Customer 82,Outlet 84,LSW5,LSW6,Oral Care,MIX,1,1,Oral Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),E-Commerce,4,4,4,4,6,1.92,MT
4P,Banner 85,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,12/15/2015,Customer 85,Outlet 87,LSW5,LSW6,Oral Care,MIX,0,0,Oral Care,HPC,Province 3,East,1,0,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Direct Sales,2,4,2,4,5,1.5,MT
4P,Banner 88,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,12/15/2015,Customer 88,Outlet 90,LSW5,LSW6,Oral Care,MIX,1,1,Oral Care,HPC,Province 3,East,1,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mainstream Drugstores,4,4,4,4,4,1.44,MT
4P,Banner 91,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 93,LSW5,LSW6,Oral Care,MIX,1,0,Oral Care,HPC,Province 3,East,0,1,Area 3,Reg 3,Route 3,Territory 3,(blank),St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),4,4,4,4,5,1.5,MT
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 100,LSW55,LSW66,Outlet 100,MIX,0,0,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 100,St Area 3,Loc 3,(blank),Mom & Pop,3,4,3,4,3,1.14,DT
6P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 100,LSW55,LSW66,Outlet 100,MIX,1,1,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 100,St Area 3,Loc 3,(blank),Mom & Pop,4,4,4,4,10,4,DT
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 102,LSW55,LSW66,Outlet 102,MIX,1,1,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 102,St Area 3,Loc 3,(blank),Mom & Pop,4,4,4,4,3,0.99,DT
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 102,LSW55,LSW66,Outlet 102,MIX,1,1,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 102,St Area 3,Loc 3,(blank),Mom & Pop,4,4,4,4,5,1.9,DT
4P,Banner 100,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 102,LSW55,LSW66,Outlet 102,MIX,0,0,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 102,St Area 3,Loc 3,(blank),Mom & Pop,3,4,3,4,10,3,DT
6P,Banner 103,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 103,LSW55,LSW66,Outlet 103,MIX,1,1,Hair,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 103,St Area 3,Loc 3,(blank),Market Stalls,4,4,4,4,2,0.8,DT
6P,Banner 103,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 103,LSW55,LSW66,Outlet 103,MIX,0,0,Skin Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 103,St Area 3,Loc 3,(blank),Market Stalls,3,4,3,4,5,1.65,DT
4P,Banner 103,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 105,LSW55,LSW66,Outlet 105,MIX,1,1,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 105,St Area 3,Loc 3,(blank),Market Stalls,4,4,4,4,7,2.59,DT
4P,Banner 103,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 105,LSW55,LSW66,Outlet 105,MIX,0,0,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 105,St Area 3,Loc 3,(blank),Market Stalls,3,4,3,4,2,0.64,DT
4P,Banner 103,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 105,LSW55,LSW66,Outlet 105,MIX,1,1,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 105,St Area 3,Loc 3,(blank),Market Stalls,4,4,4,4,7,2.52,DT
4P,Banner 106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 108,LSW55,LSW66,Outlet 108,MIX,1,1,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 108,St Area 3,Loc 3,(blank),Independent (family grocer),4,4,4,4,5,1.75,DT
4P,Banner 106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 108,LSW55,LSW66,Outlet 108,MIX,1,1,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 108,St Area 3,Loc 3,(blank),Independent (family grocer),4,4,4,4,4,1.48,DT
4P,Banner 106,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 108,LSW55,LSW66,Outlet 108,MIX,1,1,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 108,St Area 3,Loc 3,(blank),Independent (family grocer),4,4,4,4,7,2.24,DT
4P,Banner 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 111,LSW55,LSW66,Outlet 111,MIX,1,1,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 111,St Area 3,Loc 3,(blank),Convenience,4,4,4,4,9,3.06,DT
4P,Banner 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 111,LSW55,LSW66,Outlet 111,MIX,1,1,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 111,St Area 3,Loc 3,(blank),Convenience,4,4,4,4,7,2.1,DT
4P,Banner 109,Convenience,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 109,Regional,Key Customer,DTRT 3,12/15/2015,(blank),Outlet 111,LSW55,LSW66,Outlet 111,MIX,0,0,Oral Care,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 111,St Area 3,Loc 3,(blank),Convenience,3,4,3,4,6,2.34,DT
4P,Banner 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 114,LSW55,LSW66,Outlet 114,MIX,0,0,Dressings,Foods,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 114,St Area 3,Loc 3,(blank),Mobile / Vending / Kiosks,3,4,3,4,3,1.17,DT
4P,Banner 112,On Premise / Impulse,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 112,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 114,LSW55,LSW66,Outlet 114,MIX,0,0,Deodorants,HPC,Province 3,East,0,0,Area 3,Reg 3,Route 3,Territory 3,Outlet 114,St Area 3,Loc 3,(blank),Mobile / Vending / Kiosks,3,4,3,4,3,1.17,DT
