4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Category Length,Trade Format,Unilever Length
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),9,DT,3.29
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),17,DT,5.66
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),19,DT,6.82
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),21,DT,7.69
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,16,DT,6.16
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,14,DT,5.16
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,17,DT,5.81
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,15,DT,4.74
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,19,DT,6.5
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,7,DT,2.51
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,11,DT,3.73
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,8,DT,2.98
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,8,DT,2.76
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,9,DT,3.06
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,8,DT,2.76
6P,Banner 43,Convenience,City 1,SEAA,Commune 1,0,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,12,DT,3.62
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,21,DT,7.5
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,27,DT,9.72
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,18,DT,6.16
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,23,DT,7.81
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,23,DT,8.45
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,21,DT,7.34
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,13,DT,4.45
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,0,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,18,DT,5.52
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,11/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,14,DT,5.15
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,12/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,26,DT,8.92
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,1/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,21,DT,7.48
5P,Banner 44,Convenience,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,2/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Convenience,12,DT,4.44
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,15,DT,5.19
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,19,DT,5.99
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,17,DT,5.87
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,16,DT,5.46
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,15,DT,5.31
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,10,DT,3.41
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,18,DT,5.92
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,19,DT,6.07
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,15,DT,5.73
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,24,DT,7.98
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,13,DT,4.71
4P,Banner 43,Convenience,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Convenience,16,DT,5.56
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,14,DT,5.16
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,14,DT,5.51
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,7,DT,2.59
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,10,DT,3.65
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,18,DT,5.8
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,14,DT,4.88
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,10,DT,3.3
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,19,DT,6.96
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,13,DT,4.63
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,0,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,14,DT,4.38
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,10,DT,3.82
6P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,12,DT,4.5
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,20,DT,6.97
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,15,DT,5.33
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,0,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,26,DT,7.98
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,15,DT,5.6
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,21,DT,7.39
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,21,DT,6.82
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,17,DT,6.06
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,17,DT,6.24
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,11/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,11,DT,3.84
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,12/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,17,DT,5.78
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,1/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,12,DT,4.5
5P,Banner 47,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,2/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mobile / Vending / Kiosks,17,DT,5.86
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,7,DT,2.48
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,15,DT,5.09
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,19,DT,6.65
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,14,DT,5.06
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,17,DT,6.41
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,17,DT,6.08
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,23,DT,8.02
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,16,DT,5.91
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,14,DT,4.92
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,15,DT,5.68
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,14,DT,4.84
4P,Banner 46,On Premise / Impulse,City 1,SEAA,Commune 1,0,Outlet,Indonesia,Customer 46,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mobile / Vending / Kiosks,20,DT,6.2
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,20,DT,6.5
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,0,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,12,DT,3.6
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,14,DT,5.4
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,11,DT,3.81
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,17,DT,5.84
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,10,DT,3.8
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,11,DT,3.78
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,5,DT,1.81
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,15,DT,5.37
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,12,DT,3.88
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,17,DT,6.44
6P,Banner 49,On Premise / Impulse,City 1,SEAA,Commune 1,0,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Hotels / Restaurants,6,DT,1.84
5P,Banner 50,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Hotels / Restaurants,9,DT,3.06
5P,Banner 50,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Hotels / Restaurants,23,DT,7.6
5P,Banner 50,On Premise / Impulse,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Hotels / Restaurants,19,DT,6.39
