4P/5P/6P,Banner,CTA Compliance,CTA Compliant,CTA Message,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Modified Product Category,Month,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Store type,Subchannel,Trade Format,Year
5P,Banner 41,0,2,4,Independent (family grocer),City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 41,LSW33,LSW44,Outlet 41,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Independent (family grocer),DT,2015
5P,Banner 41,0,3,4,Independent (family grocer),City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 41,LSW33,LSW44,Outlet 41,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Independent (family grocer),DT,2015
5P,Banner 41,1,4,4,Independent (family grocer),City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 41,LSW33,LSW44,Outlet 41,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Independent (family grocer),DT,2015
5P,Banner 44,1,4,4,Convenience,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 44,LSW33,LSW44,Outlet 44,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Convenience,DT,2015
5P,Banner 44,0,3,4,Convenience,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 44,LSW33,LSW44,Outlet 44,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Convenience,DT,2015
5P,Banner 44,1,4,4,Convenience,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 43,Regional,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 44,LSW33,LSW44,Outlet 44,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Convenience,DT,2015
5P,Banner 47,0,3,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,7/15/2015,(blank),Outlet 47,LSW33,LSW44,Outlet 47,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mobile / Vending / Kiosks,DT,2015
5P,Banner 47,0,3,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,8/15/2015,(blank),Outlet 47,LSW33,LSW44,Outlet 47,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mobile / Vending / Kiosks,DT,2015
5P,Banner 47,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 46,Others,Others,DTRT 2,8/15/2015,(blank),Outlet 47,LSW33,LSW44,Outlet 47,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mobile / Vending / Kiosks,DT,2015
5P,Banner 50,0,3,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 50,LSW33,LSW44,Outlet 50,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Hotels / Restaurants,DT,2015
5P,Banner 50,0,3,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 50,LSW33,LSW44,Outlet 50,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Hotels / Restaurants,DT,2015
5P,Banner 50,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 50,LSW33,LSW44,Outlet 50,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Hotels / Restaurants,DT,2015
5P,Banner 53,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 53,LSW33,LSW44,Outlet 53,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Cafes / Snack Bars / Bars,DT,2015
5P,Banner 53,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 53,LSW33,LSW44,Outlet 53,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Cafes / Snack Bars / Bars,DT,2015
5P,Banner 53,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 53,LSW33,LSW44,Outlet 53,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Cafes / Snack Bars / Bars,DT,2015
5P,Banner 56,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 56,LSW33,LSW44,Outlet 56,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),SCO Services / Companies / Offices,DT,2015
5P,Banner 56,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 56,LSW33,LSW44,Outlet 56,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),SCO Services / Companies / Offices,DT,2015
5P,Banner 56,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 2,8/15/2015,(blank),Outlet 56,LSW33,LSW44,Outlet 56,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),SCO Services / Companies / Offices,DT,2015
5P,Banner 59,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 58,Others,Others,DTRT 2,8/15/2015,(blank),Outlet 59,LSW33,LSW44,Outlet 59,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Travel & Leisure,DT,2015
5P,Banner 59,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 58,Others,Others,DTRT 2,9/15/2015,(blank),Outlet 59,LSW33,LSW44,Outlet 59,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Travel & Leisure,DT,2015
5P,Banner 59,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 58,Others,Others,DTRT 2,9/15/2015,(blank),Outlet 59,LSW33,LSW44,Outlet 59,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Travel & Leisure,DT,2015
5P,Banner 62,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 2,9/15/2015,(blank),Outlet 62,LSW33,LSW44,Outlet 62,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Institutions education / government,DT,2015
5P,Banner 62,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 2,9/15/2015,(blank),Outlet 62,LSW33,LSW44,Outlet 62,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Institutions education / government,DT,2015
5P,Banner 62,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 2,9/15/2015,(blank),Outlet 62,LSW33,LSW44,Outlet 62,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Institutions education / government,DT,2015
5P,Banner 65,0,3,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 2,9/15/2015,(blank),Outlet 65,LSW33,LSW44,Outlet 65,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Non-food retail,DT,2015
5P,Banner 65,0,2,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 2,9/15/2015,(blank),Outlet 65,LSW33,LSW44,Outlet 65,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Non-food retail,DT,2015
5P,Banner 65,1,4,4,On Premise / Impulse,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 2,9/15/2015,(blank),Outlet 65,LSW33,LSW44,Outlet 65,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Non-food retail,DT,2015
4P,Banner 67,1,4,4,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,9/15/2015,Customer 67,Outlet 69,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Hypermarket,MT,2015
4P,Banner 70,0,15,16,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,9/15/2015,Customer 70,Outlet 72,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Large Supermarkets,MT,2015
4P,Banner 73,0,14,16,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,9/15/2015,Customer 73,Outlet 75,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Small Supermarkets,MT,2015
4P,Banner 76,0,3,4,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,9/15/2015,Customer 76,Outlet 78,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Discounters,MT,2015
4P,Banner 79,1,4,4,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,10/15/2015,Customer 79,Outlet 81,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Club,MT,2015
4P,Banner 82,1,4,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,10/15/2015,Customer 82,Outlet 84,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),E-Commerce,MT,2015
4P,Banner 85,0,3,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,10/15/2015,Customer 85,Outlet 87,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Direct Sales,MT,2015
4P,Banner 88,1,4,4,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,10/15/2015,Customer 88,Outlet 90,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mainstream Drugstores,MT,2015
4P,Banner 91,0,3,4,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,10/15/2015,Customer 91,Outlet 93,LSW5,LSW6,Deodorants,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),MT,2015
4P,Banner 67,0,3,4,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,10/15/2015,Customer 67,Outlet 69,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Hypermarket,MT,2015
4P,Banner 70,0,15,16,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,10/15/2015,Customer 70,Outlet 72,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Large Supermarkets,MT,2015
4P,Banner 73,0,15,16,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,10/15/2015,Customer 73,Outlet 75,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Small Supermarkets,MT,2015
4P,Banner 76,1,4,4,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,10/15/2015,Customer 76,Outlet 78,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Discounters,MT,2015
4P,Banner 79,1,4,4,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,10/15/2015,Customer 79,Outlet 81,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Club,MT,2015
4P,Banner 82,1,4,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,10/15/2015,Customer 82,Outlet 84,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),E-Commerce,MT,2015
4P,Banner 85,1,4,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,10/15/2015,Customer 85,Outlet 87,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Direct Sales,MT,2015
4P,Banner 88,0,3,4,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,11/15/2015,Customer 88,Outlet 90,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mainstream Drugstores,MT,2015
4P,Banner 91,1,4,4,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,11/15/2015,Customer 91,Outlet 93,LSW5,LSW6,Dressings,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),MT,2015
6P,Banner 67,0,3,4,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,11/15/2015,Customer 67,Outlet 67,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Hypermarket,MT,2015
6P,Banner 70,1,4,4,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,11/15/2015,Customer 70,Outlet 70,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Large Supermarkets,MT,2015
6P,Banner 73,0,13,16,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,11/15/2015,Customer 73,Outlet 73,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Small Supermarkets,MT,2015
6P,Banner 76,0,14,16,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,11/15/2015,Customer 76,Outlet 76,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Discounters,MT,2015
6P,Banner 79,0,3,4,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,11/15/2015,Customer 79,Outlet 79,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Club,MT,2015
6P,Banner 82,0,3,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,11/15/2015,Customer 82,Outlet 82,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),E-Commerce,MT,2015
6P,Banner 85,1,4,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,11/15/2015,Customer 85,Outlet 85,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Direct Sales,MT,2015
6P,Banner 88,1,4,4,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,11/15/2015,Customer 88,Outlet 88,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mainstream Drugstores,MT,2015
6P,Banner 91,0,3,4,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,11/15/2015,Customer 91,Outlet 91,LSW5,LSW6,Hair,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),MT,2015
4P,Banner 67,1,4,4,Hypermarket,City 3,SEAA,Commune 3,Category,Philippines,Customer 67,Global,Key Customer,DTRT 3,11/15/2015,Customer 67,Outlet 69,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Hypermarket,MT,2015
4P,Banner 70,0,14,16,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 70,Others,Others,DTRT 3,12/15/2015,Customer 70,Outlet 72,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Large Supermarkets,MT,2015
4P,Banner 73,0,15,16,Supermarkets,City 3,SEAA,Commune 3,Category,Philippines,Customer 73,Regional,Key Customer,DTRT 3,12/15/2015,Customer 73,Outlet 75,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Small Supermarkets,MT,2015
4P,Banner 76,0,3,4,Discounters,City 3,SEAA,Commune 3,Category,Philippines,Customer 76,Local,Key Customer,DTRT 3,12/15/2015,Customer 76,Outlet 78,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Discounters,MT,2015
4P,Banner 79,1,4,4,Club,City 3,SEAA,Commune 3,Category,Philippines,Customer 79,Global,Key Customer,DTRT 3,12/15/2015,Customer 79,Outlet 81,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Club,MT,2015
4P,Banner 82,1,4,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 82,Others,Others,DTRT 3,12/15/2015,Customer 82,Outlet 84,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),E-Commerce,MT,2015
4P,Banner 85,0,3,4,Direct,City 3,SEAA,Commune 3,Category,Philippines,Customer 85,Global,Key Customer,DTRT 3,12/15/2015,Customer 85,Outlet 87,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Direct Sales,MT,2015
4P,Banner 88,1,4,4,Drug,City 3,SEAA,Commune 3,Category,Philippines,Customer 88,Regional,Key Customer,DTRT 3,12/15/2015,Customer 88,Outlet 90,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mainstream Drugstores,MT,2015
4P,Banner 91,1,4,4,MT,City 3,SEAA,Commune 3,Category,Philippines,Customer 91,Local,Key Customer,DTRT 3,12/15/2015,Customer 91,Outlet 93,LSW5,LSW6,Oral Care,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mass Merchandiser (non-grocery),MT,2015
6P,Banner 100,0,3,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 100,LSW55,LSW66,Outlet 100,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mom & Pop,DT,2015
6P,Banner 100,0,2,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 100,LSW55,LSW66,Outlet 100,12,MIX,Skin Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mom & Pop,DT,2015
4P,Banner 100,0,3,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 102,LSW55,LSW66,Outlet 102,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mom & Pop,DT,2015
4P,Banner 100,1,4,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,12/15/2015,(blank),Outlet 102,LSW55,LSW66,Outlet 102,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mom & Pop,DT,2015
4P,Banner 100,1,4,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 100,Others,Others,DTRT 3,1/15/2016,(blank),Outlet 102,LSW55,LSW66,Outlet 102,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Mom & Pop,DT,2015
6P,Banner 103,1,4,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 103,LSW55,LSW66,Outlet 103,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Market Stalls,DT,2015
6P,Banner 103,1,4,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 103,LSW55,LSW66,Outlet 103,12,MIX,Skin Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Market Stalls,DT,2015
4P,Banner 103,0,3,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 105,LSW55,LSW66,Outlet 105,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Market Stalls,DT,2015
4P,Banner 103,1,4,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 105,LSW55,LSW66,Outlet 105,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Market Stalls,DT,2015
4P,Banner 103,0,3,4,Small / Open Markets,City 3,SEAA,Commune 3,Outlet,Philippines,Customer 103,Global,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 105,LSW55,LSW66,Outlet 105,12,MIX,Oral Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Market Stalls,DT,2015
6P,Banner 106,0,3,4,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 106,LSW55,LSW66,Outlet 106,12,MIX,Hair,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Independent (family grocer),DT,2015
6P,Banner 106,1,4,4,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 106,LSW55,LSW66,Outlet 106,12,MIX,Skin Care,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Independent (family grocer),DT,2015
4P,Banner 106,1,4,4,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 108,LSW55,LSW66,Outlet 108,12,MIX,Dressings,Foods,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Independent (family grocer),DT,2015
4P,Banner 106,0,2,4,Independent (family grocer),City 3,SEAA,Commune 3,Outlet,Philippines,Customer 106,Local,Key Customer,DTRT 3,1/15/2016,(blank),Outlet 108,LSW55,LSW66,Outlet 108,12,MIX,Deodorants,HPC,Province 3,East,Area 3,Reg 3,Route 3,Territory 3,St Area 3,Loc 3,(blank),Independent (family grocer),DT,2015
